Identificador;Nombres;Apellidos;Edad;E_mail;Ciudad;Juegos;Series;;;;;;;;
1134709087;sandra;rojas;20;sandrarojas@unal.edu.co;villavicencio;1;0;;;;;;;;
1134709088;marina;moreno;27;marinamoreno@unal.edu.co;popayan;1;0;;;;;;;;
1134709089;liliana;moreno;40;lilianamoreno@unal.edu.co;tunja;1;0;;;;;;;;
1134709090;liliana;moreno;32;lilianamoreno@unal.edu.co;popayan;1;0;;;;;;;;
1134709091;samuel;moreno;36;samuelmoreno@unal.edu.co;medellin;1;0;;;;;;;;
1134709092;santiago;castro;45;santiagocastro@unal.edu.co;bogota;1;0;;;;;;;;
1134709093;marina;gonzalez;22;marinagonzalez@unal.edu.co;cartagena;1;0;;;;;;;;
1134709094;luz;lopez;18;luzlopez@unal.edu.co;tunja;1;0;;;;;;;;
1134709095;sandra;sanchez;35;sandrasanchez@unal.edu.co;bogota;1;0;;;;;;;;
1134709096;daniela;vargas;19;danielavargas@unal.edu.co;bogota;1;0;;;;;;;;
1134709097;nicolas;torres;45;nicolastorres@unal.edu.co;bogota;1;0;;;;;;;;
1134709098;daniela;sanchez;31;danielasanchez@unal.edu.co;medellin;1;1;;;;;;;;
1134709099;carlos;vargas;33;carlosvargas@unal.edu.co;medellin;1;1;;;;;;;;
1134709100;milena;garcia;18;milenagarcia@unal.edu.co;popayan;1;1;;;;;;;;
1134709101;sandra;hernandez;25;sandrahernandez@unal.edu.co;tunja;1;1;;;;;;;;
1134709102;alejandro;torres;20;alejandrotorres@unal.edu.co;cali;1;1;;;;;;;;
1134709103;jose;castro;39;josecastro@unal.edu.co;popayan;1;1;;;;;;;;
1134709104;alejandro;rodriguez;31;alejandrorodriguez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709105;luisa;lopez;21;luisalopez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709106;ana;castro;17;anacastro@unal.edu.co;bogota;1;1;;;;;;;;
1134709107;pedro;castro;44;pedrocastro@unal.edu.co;tunja;1;1;;;;;;;;
1134709108;luis;martinez;35;luismartinez@unal.edu.co;manizales;1;1;;;;;;;;
1134709109;daniela;hernandez;37;danielahernandez@unal.edu.co;bogota;1;1;;;;;;;;
1134709110;liliana;diaz;29;lilianadiaz@unal.edu.co;cartagena;1;1;;;;;;;;
1134709111;ana;lopez;42;analopez@unal.edu.co;bogota;1;1;;;;;;;;
1134709112;alejandro;perez;33;alejandroperez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709113;pedro;moreno;32;pedromoreno@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709114;maria;ortiz;40;mariaortiz@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709115;carlos;garcia;43;carlosgarcia@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709116;sandra;gutierrez;17;sandragutierrez@unal.edu.co;popayan;1;1;;;;;;;;
1134709117;susana;jimenez;37;susanajimenez@unal.edu.co;tunja;1;1;;;;;;;;
1134709118;carlos;gomez;22;carlosgomez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709119;luis;rodriguez;20;luisrodriguez@unal.edu.co;tunja;1;1;;;;;;;;
1134709120;maria;martinez;27;mariamartinez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709121;jose;gonzalez;41;josegonzalez@unal.edu.co;popayan;1;1;;;;;;;;
1134709122;milena;gutierrez;39;milenagutierrez@unal.edu.co;cali;1;1;;;;;;;;
1134709123;alejandro;gutierrez;32;alejandrogutierrez@unal.edu.co;bogota;1;1;;;;;;;;
1134709124;carlos;martinez;27;carlosmartinez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709125;luz;vargas;32;luzvargas@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709126;daniela;moreno;19;danielamoreno@unal.edu.co;cali;1;1;;;;;;;;
1134709127;nicolas;rodriguez;17;nicolasrodriguez@unal.edu.co;medellin;1;1;;;;;;;;
1134709128;liliana;gomez;24;lilianagomez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709129;santiago;ortiz;31;santiagoortiz@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709130;sandra;diaz;21;sandradiaz@unal.edu.co;tunja;1;1;;;;;;;;
1134709131;pedro;lopez;42;pedrolopez@unal.edu.co;cali;1;1;;;;;;;;
1134709132;pedro;vargas;18;pedrovargas@unal.edu.co;tunja;1;1;;;;;;;;
1134709133;santiago;moreno;33;santiagomoreno@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709134;alejandro;ramirez;26;alejandroramirez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709135;luz;lopez;21;luzlopez@unal.edu.co;medellin;1;1;;;;;;;;
1134709136;juan;hernandez;33;juanhernandez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709137;luisa;ruiz;40;luisaruiz@unal.edu.co;cali;1;1;;;;;;;;
1134709138;luisa;gonzalez;35;luisagonzalez@unal.edu.co;bogota;1;1;;;;;;;;
1134709139;luisa;perez;16;luisaperez@unal.edu.co;medellin;1;1;;;;;;;;
1134709140;maria;jimenez;43;mariajimenez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709141;susana;vargas;44;susanavargas@unal.edu.co;cartagena;1;1;;;;;;;;
1134709142;carlos;perez;33;carlosperez@unal.edu.co;cali;1;1;;;;;;;;
1134709143;milena;diaz;20;milenadiaz@unal.edu.co;popayan;1;1;;;;;;;;
1134709144;maria;torres;29;mariatorres@unal.edu.co;manizales;1;1;;;;;;;;
1134709145;marina;gutierrez;31;marinagutierrez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709146;carlos;martinez;35;carlosmartinez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709147;nicolas;lopez;22;nicolaslopez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709148;ana;rodriguez;19;anarodriguez@unal.edu.co;manizales;1;1;;;;;;;;
1134709149;samuel;ramirez;36;samuelramirez@unal.edu.co;bogota;1;1;;;;;;;;
1134709150;maria;vargas;25;mariavargas@unal.edu.co;medellin;1;1;;;;;;;;
1134709151;luis;martinez;45;luismartinez@unal.edu.co;medellin;1;1;;;;;;;;
1134709152;maria;diaz;30;mariadiaz@unal.edu.co;cali;1;1;;;;;;;;
1134709153;marina;sanchez;20;marinasanchez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709154;pedro;ortiz;31;pedroortiz@unal.edu.co;cali;1;1;;;;;;;;
1134709155;maria;torres;17;mariatorres@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709156;ana;martinez;38;anamartinez@unal.edu.co;tunja;1;1;;;;;;;;
1134709157;carlos;gutierrez;32;carlosgutierrez@unal.edu.co;tunja;1;1;;;;;;;;
1134709158;milena;perez;18;milenaperez@unal.edu.co;medellin;1;1;;;;;;;;
1134709159;pedro;ramirez;32;pedroramirez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709160;maria;hernandez;33;mariahernandez@unal.edu.co;tunja;1;1;;;;;;;;
1134709161;marina;ramirez;37;marinaramirez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709162;luz;rojas;38;luzrojas@unal.edu.co;cali;1;1;;;;;;;;
1134709163;marina;ortiz;34;marinaortiz@unal.edu.co;cali;1;1;;;;;;;;
1134709164;carlos;gutierrez;36;carlosgutierrez@unal.edu.co;popayan;1;1;;;;;;;;
1134709165;marina;ramirez;26;marinaramirez@unal.edu.co;tunja;1;1;;;;;;;;
1134709166;sebastian;garcia;32;sebastiangarcia@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709167;luz;castro;18;luzcastro@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709168;sebastian;gomez;33;sebastiangomez@unal.edu.co;cali;1;1;;;;;;;;
1134709169;luz;ramirez;35;luzramirez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709170;sandra;torres;45;sandratorres@unal.edu.co;popayan;1;1;;;;;;;;
1134709171;santiago;lopez;27;santiagolopez@unal.edu.co;manizales;1;1;;;;;;;;
1134709172;milena;garcia;30;milenagarcia@unal.edu.co;bogota;1;1;;;;;;;;
1134709173;juan;martinez;21;juanmartinez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709174;luisa;torres;18;luisatorres@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709175;jose;sanchez;44;josesanchez@unal.edu.co;bogota;1;1;;;;;;;;
1134709176;ana;ruiz;44;anaruiz@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709177;liliana;ramirez;37;lilianaramirez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709178;maria;ramirez;16;mariaramirez@unal.edu.co;manizales;1;1;;;;;;;;
1134709179;samuel;rodriguez;38;samuelrodriguez@unal.edu.co;bogota;1;1;;;;;;;;
1134709180;nicolas;ruiz;42;nicolasruiz@unal.edu.co;medellin;1;1;;;;;;;;
1134709181;milena;ortiz;16;milenaortiz@unal.edu.co;tunja;1;1;;;;;;;;
1134709182;luisa;jimenez;19;luisajimenez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709183;sebastian;garcia;24;sebastiangarcia@unal.edu.co;medellin;1;1;;;;;;;;
1134709184;sebastian;martinez;40;sebastianmartinez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709185;luis;garcia;28;luisgarcia@unal.edu.co;medellin;1;1;;;;;;;;
1134709186;nicolas;lopez;17;nicolaslopez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709187;luisa;martinez;19;luisamartinez@unal.edu.co;tunja;1;1;;;;;;;;
1134709188;jose;torres;38;josetorres@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709189;samuel;castro;24;samuelcastro@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709190;milena;diaz;18;milenadiaz@unal.edu.co;cali;1;1;;;;;;;;
1134709191;pedro;lopez;35;pedrolopez@unal.edu.co;tunja;1;1;;;;;;;;
1134709192;daniela;martinez;39;danielamartinez@unal.edu.co;manizales;1;1;;;;;;;;
1134709193;jose;ruiz;21;joseruiz@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709194;liliana;garcia;35;lilianagarcia@unal.edu.co;cali;1;1;;;;;;;;
1134709195;ana;hernandez;40;anahernandez@unal.edu.co;cali;1;1;;;;;;;;
1134709196;luz;garcia;43;luzgarcia@unal.edu.co;tunja;1;1;;;;;;;;
1134709197;daniela;martinez;27;danielamartinez@unal.edu.co;tunja;1;1;;;;;;;;
1134709198;maria;garcia;32;mariagarcia@unal.edu.co;cali;1;1;;;;;;;;
1134709199;liliana;rojas;34;lilianarojas@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709200;luis;sanchez;43;luissanchez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709201;liliana;torres;37;lilianatorres@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709202;susana;sanchez;25;susanasanchez@unal.edu.co;cali;1;1;;;;;;;;
1134709203;santiago;perez;41;santiagoperez@unal.edu.co;manizales;1;1;;;;;;;;
1134709204;nicolas;torres;43;nicolastorres@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709205;ana;martinez;27;anamartinez@unal.edu.co;tunja;1;1;;;;;;;;
1134709206;alejandro;diaz;20;alejandrodiaz@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709207;pedro;gutierrez;20;pedrogutierrez@unal.edu.co;cali;1;1;;;;;;;;
1134709208;jose;perez;31;joseperez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709209;luisa;sanchez;22;luisasanchez@unal.edu.co;medellin;1;1;;;;;;;;
1134709210;sebastian;lopez;21;sebastianlopez@unal.edu.co;medellin;1;1;;;;;;;;
1134709211;sebastian;gutierrez;45;sebastiangutierrez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709212;pedro;gonzalez;40;pedrogonzalez@unal.edu.co;tunja;1;1;;;;;;;;
1134709213;liliana;ruiz;24;lilianaruiz@unal.edu.co;popayan;1;1;;;;;;;;
1134709214;maria;jimenez;31;mariajimenez@unal.edu.co;cali;1;1;;;;;;;;
1134709215;nicolas;diaz;17;nicolasdiaz@unal.edu.co;cali;1;1;;;;;;;;
1134709216;juan;rodriguez;43;juanrodriguez@unal.edu.co;tunja;1;1;;;;;;;;
1134709217;marina;ortiz;38;marinaortiz@unal.edu.co;manizales;1;1;;;;;;;;
1134709218;susana;gomez;26;susanagomez@unal.edu.co;cali;1;1;;;;;;;;
1134709219;luisa;gutierrez;21;luisagutierrez@unal.edu.co;bogota;1;1;;;;;;;;
1134709220;juan;castro;25;juancastro@unal.edu.co;manizales;1;1;;;;;;;;
1134709221;liliana;gonzalez;18;lilianagonzalez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709222;marina;ortiz;36;marinaortiz@unal.edu.co;tunja;1;1;;;;;;;;
1134709223;luis;ruiz;35;luisruiz@unal.edu.co;tunja;1;1;;;;;;;;
1134709224;carlos;gutierrez;24;carlosgutierrez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709225;sandra;gonzalez;36;sandragonzalez@unal.edu.co;cali;1;1;;;;;;;;
1134709226;samuel;ruiz;23;samuelruiz@unal.edu.co;cartagena;1;1;;;;;;;;
1134709227;luis;ortiz;38;luisortiz@unal.edu.co;popayan;1;1;;;;;;;;
1134709228;marina;gutierrez;37;marinagutierrez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709229;sandra;diaz;34;sandradiaz@unal.edu.co;popayan;1;1;;;;;;;;
1134709230;daniela;rojas;39;danielarojas@unal.edu.co;cartagena;1;1;;;;;;;;
1134709231;daniela;vargas;21;danielavargas@unal.edu.co;bogota;1;1;;;;;;;;
1134709232;santiago;moreno;43;santiagomoreno@unal.edu.co;bogota;1;1;;;;;;;;
1134709233;maria;gonzalez;29;mariagonzalez@unal.edu.co;cali;1;1;;;;;;;;
1134709234;sandra;sanchez;30;sandrasanchez@unal.edu.co;cali;1;1;;;;;;;;
1134709235;maria;lopez;44;marialopez@unal.edu.co;popayan;1;1;;;;;;;;
1134709236;marina;rojas;20;marinarojas@unal.edu.co;medellin;1;1;;;;;;;;
1134709237;carlos;sanchez;32;carlossanchez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709238;pedro;gonzalez;44;pedrogonzalez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709239;ana;moreno;33;anamoreno@unal.edu.co;popayan;1;1;;;;;;;;
1134709240;sebastian;vargas;24;sebastianvargas@unal.edu.co;cali;1;1;;;;;;;;
1134709241;milena;moreno;27;milenamoreno@unal.edu.co;manizales;1;1;;;;;;;;
1134709242;juan;gonzalez;25;juangonzalez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709243;luis;vargas;39;luisvargas@unal.edu.co;cartagena;1;1;;;;;;;;
1134709244;santiago;sanchez;42;santiagosanchez@unal.edu.co;popayan;1;1;;;;;;;;
1134709245;sebastian;ruiz;36;sebastianruiz@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709246;liliana;gomez;39;lilianagomez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709247;milena;vargas;23;milenavargas@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709248;liliana;ramirez;29;lilianaramirez@unal.edu.co;manizales;1;1;;;;;;;;
1134709249;luisa;gomez;19;luisagomez@unal.edu.co;medellin;1;1;;;;;;;;
1134709250;liliana;rojas;33;lilianarojas@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709251;carlos;gonzalez;20;carlosgonzalez@unal.edu.co;bogota;1;1;;;;;;;;
1134709252;luz;rodriguez;41;luzrodriguez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709253;liliana;garcia;40;lilianagarcia@unal.edu.co;bogota;1;1;;;;;;;;
1134709254;nicolas;sanchez;30;nicolassanchez@unal.edu.co;manizales;1;1;;;;;;;;
1134709255;pedro;lopez;33;pedrolopez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709256;santiago;gutierrez;40;santiagogutierrez@unal.edu.co;tunja;1;1;;;;;;;;
1134709257;marina;vargas;44;marinavargas@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709258;liliana;ruiz;36;lilianaruiz@unal.edu.co;bogota;1;1;;;;;;;;
1134709259;sebastian;lopez;33;sebastianlopez@unal.edu.co;tunja;1;1;;;;;;;;
1134709260;juan;gomez;25;juangomez@unal.edu.co;cali;1;1;;;;;;;;
1134709261;sandra;diaz;33;sandradiaz@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709262;daniela;sanchez;42;danielasanchez@unal.edu.co;cali;1;1;;;;;;;;
1134709263;nicolas;garcia;26;nicolasgarcia@unal.edu.co;manizales;1;1;;;;;;;;
1134709264;susana;diaz;16;susanadiaz@unal.edu.co;cartagena;1;1;;;;;;;;
1134709265;luisa;garcia;21;luisagarcia@unal.edu.co;cali;1;1;;;;;;;;
1134709266;pedro;perez;21;pedroperez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709267;susana;perez;30;susanaperez@unal.edu.co;cali;1;1;;;;;;;;
1134709268;luz;torres;23;luztorres@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709269;milena;moreno;31;milenamoreno@unal.edu.co;cartagena;1;1;;;;;;;;
1134709270;susana;gonzalez;42;susanagonzalez@unal.edu.co;manizales;1;1;;;;;;;;
1134709271;luisa;ortiz;34;luisaortiz@unal.edu.co;tunja;1;1;;;;;;;;
1134709272;susana;gonzalez;34;susanagonzalez@unal.edu.co;manizales;1;1;;;;;;;;
1134709273;nicolas;ramirez;17;nicolasramirez@unal.edu.co;medellin;1;1;;;;;;;;
1134709274;sebastian;vargas;27;sebastianvargas@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709275;susana;garcia;44;susanagarcia@unal.edu.co;tunja;1;1;;;;;;;;
1134709276;alejandro;martinez;32;alejandromartinez@unal.edu.co;medellin;1;1;;;;;;;;
1134709277;ana;ortiz;27;anaortiz@unal.edu.co;cartagena;1;1;;;;;;;;
1134709278;sebastian;garcia;16;sebastiangarcia@unal.edu.co;cali;1;1;;;;;;;;
1134709279;carlos;sanchez;40;carlossanchez@unal.edu.co;bogota;1;1;;;;;;;;
1134709280;susana;castro;24;susanacastro@unal.edu.co;tunja;1;1;;;;;;;;
1134709281;santiago;diaz;44;santiagodiaz@unal.edu.co;manizales;1;1;;;;;;;;
1134709282;alejandro;rojas;21;alejandrorojas@unal.edu.co;cali;1;1;;;;;;;;
1134709283;juan;castro;27;juancastro@unal.edu.co;cartagena;1;1;;;;;;;;
1134709284;luisa;castro;35;luisacastro@unal.edu.co;popayan;1;1;;;;;;;;
1134709285;alejandro;castro;36;alejandrocastro@unal.edu.co;cartagena;1;1;;;;;;;;
1134709286;maria;martinez;28;mariamartinez@unal.edu.co;manizales;1;1;;;;;;;;
1134709287;nicolas;castro;39;nicolascastro@unal.edu.co;medellin;1;1;;;;;;;;
1134709288;milena;gonzalez;37;milenagonzalez@unal.edu.co;medellin;1;1;;;;;;;;
1134709289;milena;sanchez;23;milenasanchez@unal.edu.co;cali;1;1;;;;;;;;
1134709290;ana;perez;24;anaperez@unal.edu.co;tunja;1;1;;;;;;;;
1134709291;alejandro;gonzalez;20;alejandrogonzalez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709292;luisa;martinez;24;luisamartinez@unal.edu.co;tunja;1;1;;;;;;;;
1134709293;nicolas;jimenez;37;nicolasjimenez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709294;samuel;martinez;36;samuelmartinez@unal.edu.co;medellin;1;1;;;;;;;;
1134709295;jose;ramirez;41;joseramirez@unal.edu.co;cali;1;1;;;;;;;;
1134709296;liliana;moreno;27;lilianamoreno@unal.edu.co;bogota;1;1;;;;;;;;
1134709297;carlos;torres;34;carlostorres@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709298;ana;gonzalez;44;anagonzalez@unal.edu.co;popayan;1;1;;;;;;;;
1134709299;marina;vargas;16;marinavargas@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709300;sebastian;gutierrez;34;sebastiangutierrez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709301;susana;jimenez;41;susanajimenez@unal.edu.co;medellin;1;1;;;;;;;;
1134709302;carlos;jimenez;37;carlosjimenez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709303;alejandro;rojas;35;alejandrorojas@unal.edu.co;manizales;1;1;;;;;;;;
1134709304;daniela;moreno;39;danielamoreno@unal.edu.co;bogota;1;1;;;;;;;;
1134709305;luis;ramirez;30;luisramirez@unal.edu.co;medellin;1;1;;;;;;;;
1134709306;maria;jimenez;21;mariajimenez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709307;samuel;hernandez;26;samuelhernandez@unal.edu.co;bogota;1;1;;;;;;;;
1134709308;luz;gomez;32;luzgomez@unal.edu.co;medellin;1;1;;;;;;;;
1134709309;ana;martinez;33;anamartinez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709310;luz;vargas;36;luzvargas@unal.edu.co;popayan;1;1;;;;;;;;
1134709311;maria;lopez;38;marialopez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709312;carlos;hernandez;33;carloshernandez@unal.edu.co;bogota;1;1;;;;;;;;
1134709313;santiago;jimenez;19;santiagojimenez@unal.edu.co;cali;1;1;;;;;;;;
1134709314;juan;gomez;34;juangomez@unal.edu.co;popayan;1;1;;;;;;;;
1134709315;nicolas;ramirez;17;nicolasramirez@unal.edu.co;popayan;1;1;;;;;;;;
1134709316;luis;ruiz;29;luisruiz@unal.edu.co;cali;1;1;;;;;;;;
1134709317;santiago;lopez;41;santiagolopez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709318;alejandro;sanchez;37;alejandrosanchez@unal.edu.co;tunja;1;1;;;;;;;;
1134709319;sebastian;lopez;34;sebastianlopez@unal.edu.co;bogota;1;1;;;;;;;;
1134709320;daniela;rodriguez;43;danielarodriguez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709321;daniela;lopez;43;danielalopez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709322;luz;gomez;33;luzgomez@unal.edu.co;bogota;1;1;;;;;;;;
1134709323;samuel;vargas;22;samuelvargas@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709324;jose;castro;22;josecastro@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709325;ana;ruiz;41;anaruiz@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709326;nicolas;martinez;28;nicolasmartinez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709327;sandra;ruiz;31;sandraruiz@unal.edu.co;medellin;1;1;;;;;;;;
1134709328;maria;hernandez;39;mariahernandez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709329;nicolas;gutierrez;40;nicolasgutierrez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709330;carlos;gomez;26;carlosgomez@unal.edu.co;medellin;1;1;;;;;;;;
1134709331;carlos;torres;34;carlostorres@unal.edu.co;popayan;1;1;;;;;;;;
1134709332;susana;gutierrez;27;susanagutierrez@unal.edu.co;manizales;1;1;;;;;;;;
1134709333;liliana;ramirez;17;lilianaramirez@unal.edu.co;manizales;1;1;;;;;;;;
1134709334;carlos;gutierrez;41;carlosgutierrez@unal.edu.co;popayan;1;1;;;;;;;;
1134709335;luis;hernandez;36;luishernandez@unal.edu.co;bogota;1;1;;;;;;;;
1134709336;juan;diaz;43;juandiaz@unal.edu.co;medellin;1;1;;;;;;;;
1134709337;sandra;vargas;43;sandravargas@unal.edu.co;medellin;1;1;;;;;;;;
1134709338;luisa;ramirez;32;luisaramirez@unal.edu.co;bogota;1;1;;;;;;;;
1134709339;marina;rojas;36;marinarojas@unal.edu.co;cartagena;1;1;;;;;;;;
1134709340;nicolas;castro;45;nicolascastro@unal.edu.co;popayan;1;1;;;;;;;;
1134709341;marina;martinez;45;marinamartinez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709342;sebastian;garcia;42;sebastiangarcia@unal.edu.co;tunja;1;1;;;;;;;;
1134709343;carlos;gutierrez;38;carlosgutierrez@unal.edu.co;tunja;1;1;;;;;;;;
1134709344;maria;jimenez;31;mariajimenez@unal.edu.co;manizales;1;1;;;;;;;;
1134709345;nicolas;diaz;41;nicolasdiaz@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709346;maria;gutierrez;45;mariagutierrez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709347;daniela;ramirez;22;danielaramirez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709348;marina;ruiz;19;marinaruiz@unal.edu.co;cali;1;1;;;;;;;;
1134709349;carlos;castro;36;carloscastro@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709350;alejandro;rodriguez;29;alejandrorodriguez@unal.edu.co;popayan;1;1;;;;;;;;
1134709351;samuel;gutierrez;37;samuelgutierrez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709352;liliana;gonzalez;43;lilianagonzalez@unal.edu.co;manizales;1;1;;;;;;;;
1134709353;sebastian;moreno;40;sebastianmoreno@unal.edu.co;manizales;1;1;;;;;;;;
1134709354;luz;gutierrez;29;luzgutierrez@unal.edu.co;tunja;1;1;;;;;;;;
1134709355;luisa;ortiz;33;luisaortiz@unal.edu.co;medellin;1;1;;;;;;;;
1134709356;luisa;martinez;43;luisamartinez@unal.edu.co;medellin;1;1;;;;;;;;
1134709357;luz;rodriguez;29;luzrodriguez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709358;juan;diaz;44;juandiaz@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709359;marina;rodriguez;39;marinarodriguez@unal.edu.co;cartagena;1;1;;;;;;;;
1134709360;juan;sanchez;23;juansanchez@unal.edu.co;popayan;1;1;;;;;;;;
1134709361;juan;lopez;42;juanlopez@unal.edu.co;bogota;1;1;;;;;;;;
1134709362;luis;sanchez;44;luissanchez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709363;milena;moreno;43;milenamoreno@unal.edu.co;cali;1;1;;;;;;;;
1134709364;sebastian;vargas;45;sebastianvargas@unal.edu.co;tunja;1;1;;;;;;;;
1134709365;luisa;perez;16;luisaperez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709366;milena;ramirez;22;milenaramirez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709367;sandra;castro;41;sandracastro@unal.edu.co;tunja;1;1;;;;;;;;
1134709368;pedro;perez;26;pedroperez@unal.edu.co;manizales;1;1;;;;;;;;
1134709369;daniela;vargas;38;danielavargas@unal.edu.co;cartagena;1;1;;;;;;;;
1134709370;juan;sanchez;26;juansanchez@unal.edu.co;bucaramanga;1;1;;;;;;;;
1134709371;marina;garcia;17;marinagarcia@unal.edu.co;cartagena;1;1;;;;;;;;
1134709372;santiago;gutierrez;20;santiagogutierrez@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709373;liliana;garcia;29;lilianagarcia@unal.edu.co;manizales;1;1;;;;;;;;
1134709374;sandra;rojas;23;sandrarojas@unal.edu.co;barranquilla;1;1;;;;;;;;
1134709375;samuel;martinez;33;samuelmartinez@unal.edu.co;tunja;1;1;;;;;;;;
1134709376;milena;sanchez;27;milenasanchez@unal.edu.co;manizales;1;1;;;;;;;;
1134709377;luis;moreno;28;luismoreno@unal.edu.co;popayan;1;1;;;;;;;;
1134709378;alejandro;martinez;45;alejandromartinez@unal.edu.co;villavicencio;1;1;;;;;;;;
1134709379;carlos;ortiz;27;carlosortiz@unal.edu.co;cartagena;1;1;;;;;;;;
1134709380;marina;moreno;20;marinamoreno@unal.edu.co;tunja;1;1;;;;;;;;
1134709381;marina;castro;38;marinacastro@unal.edu.co;cartagena;1;1;;;;;;;;
1134709382;carlos;sanchez;22;carlossanchez@unal.edu.co;bucaramanga;1;1;;;;;;;;
